sales,region,date
1722.0,south,2020-02-25
1566.0,east,2020-02-25
1548.0,west,2020-02-25
1545.0,north,2020-02-26
1521.0,south,2020-02-26
1728.0,east,2020-02-26
1668.0,west,2020-02-26
1698.0,north,2020-02-27
1599.0,south,2020-02-27
1581.0,east,2020-02-27
1527.0,west,2020-02-27
1509.0,north,2020-02-28
1686.0,south,2020-02-28
1590.0,east,2020-02-28
1689.0,west,2020-02-28
1671.0,north,2020-02-29
1728.0,south,2020-02-29
1524.0,east,2020-02-29
1656.0,west,2020-02-29
1593.0,north,2020-03-01
1626.0,south,2020-03-01
1626.0,east,2020-03-01
1692.0,west,2020-03-01
1509.0,north,2020-03-02
1788.0,south,2020-03-02
1572.0,east,2020-03-02
1569.0,west,2020-03-02
1632.0,north,2020-03-03
1548.0,south,2020-03-03
1623.0,east,2020-03-03
1506.0,west,2020-03-03
1773.0,north,2020-03-04
1677.0,south,2020-03-04
1638.0,east,2020-03-04
1569.0,west,2020-03-04
1794.0,north,2020-03-05
1764.0,south,2020-03-05
1530.0,east,2020-03-05
1770.0,west,2020-03-05
1623.0,north,2020-03-06
1734.0,south,2020-03-06
1698.0,east,2020-03-06
1503.0,west,2020-03-06
1641.0,north,2020-03-07
1581.0,south,2020-03-07
1797.0,east,2020-03-07
1674.0,west,2020-03-07
1701.0,north,2020-03-08
1590.0,south,2020-03-08
1599.0,east,2020-03-08
1791.0,west,2020-03-08
1719.0,north,2020-03-09
1776.0,south,2020-03-09
1542.0,east,2020-03-09
1740.0,west,2020-03-09
1644.0,north,2020-03-10
1653.0,south,2020-03-10
1797.0,east,2020-03-10
1740.0,west,2020-03-10
1605.0,north,2020-03-11
1584.0,south,2020-03-11
1662.0,east,2020-03-11
1572.0,west,2020-03-11
1635.0,north,2020-03-12
1548.0,south,2020-03-12
1680.0,east,2020-03-12
1767.0,west,2020-03-12
1554.0,north,2020-03-13
1686.0,south,2020-03-13
1749.0,east,2020-03-13
1554.0,west,2020-03-13
1662.0,north,2020-03-14
1557.0,south,2020-03-14
1755.0,east,2020-03-14
1758.0,west,2020-03-14
1500.0,north,2020-03-15
1665.0,south,2020-03-15
1761.0,east,2020-03-15
1626.0,west,2020-03-15
1650.0,north,2020-03-16
1722.0,south,2020-03-16
1641.0,east,2020-03-16
1611.0,west,2020-03-16
1701.0,north,2020-03-17
1701.0,south,2020-03-17
1794.0,east,2020-03-17
1509.0,west,2020-03-17
1566.0,north,2020-03-18
1716.0,south,2020-03-18
1701.0,east,2020-03-18
1605.0,west,2020-03-18
1581.0,north,2020-03-19
1797.0,south,2020-03-19
1725.0,east,2020-03-19
1554.0,west,2020-03-19
1665.0,north,2020-03-20
1641.0,south,2020-03-20
1677.0,east,2020-03-20
1707.0,west,2020-03-20
1575.0,north,2020-03-21
1674.0,south,2020-03-21
1707.0,east,2020-03-21
1710.0,west,2020-03-21
1644.0,north,2020-03-22
1668.0,south,2020-03-22
1674.0,east,2020-03-22
1737.0,west,2020-03-22
1767.0,north,2020-03-23
1620.0,south,2020-03-23
1593.0,east,2020-03-23
1542.0,west,2020-03-23
1548.0,north,2020-03-24
1662.0,south,2020-03-24
1740.0,east,2020-03-24
1572.0,west,2020-03-24
1779.0,north,2020-03-25
1770.0,south,2020-03-25
1623.0,east,2020-03-25
1575.0,west,2020-03-25
1785.0,north,2020-03-26
1671.0,south,2020-03-26
1749.0,east,2020-03-26
1791.0,west,2020-03-26
1713.0,north,2020-03-27
1623.0,south,2020-03-27
1605.0,east,2020-03-27
1566.0,west,2020-03-27
1569.0,north,2020-03-28
1605.0,south,2020-03-28
1728.0,east,2020-03-28
1665.0,west,2020-03-28
1782.0,north,2020-03-29
1800.0,south,2020-03-29
1518.0,east,2020-03-29
1800.0,west,2020-03-29
1515.0,north,2020-03-30
1764.0,south,2020-03-30
1632.0,east,2020-03-30
1608.0,west,2020-03-30
1794.0,north,2020-03-31
1635.0,south,2020-03-31
1572.0,east,2020-03-31
1629.0,west,2020-03-31
1557.0,north,2020-04-01
1536.0,south,2020-04-01
1587.0,east,2020-04-01
1728.0,west,2020-04-01
1779.0,north,2020-04-02
1773.0,south,2020-04-02
1794.0,east,2020-04-02
1503.0,west,2020-04-02
1767.0,north,2020-04-03
1743.0,south,2020-04-03
1560.0,east,2020-04-03
1746.0,west,2020-04-03
1731.0,north,2020-04-04
1692.0,south,2020-04-04
1722.0,east,2020-04-04
1563.0,west,2020-04-04
1797.0,north,2020-04-05
1755.0,south,2020-04-05
1611.0,east,2020-04-05
1635.0,west,2020-04-05
1752.0,north,2020-04-06
1749.0,south,2020-04-06
1782.0,east,2020-04-06
1521.0,west,2020-04-06
1752.0,north,2020-04-07
1686.0,south,2020-04-07
1500.0,east,2020-04-07
1785.0,west,2020-04-07
1611.0,north,2020-04-08
1794.0,south,2020-04-08
1734.0,east,2020-04-08
1659.0,west,2020-04-08
1650.0,north,2020-04-09
1587.0,south,2020-04-09
1629.0,east,2020-04-09
1506.0,west,2020-04-09
1794.0,north,2020-04-10
1551.0,south,2020-04-10
1503.0,east,2020-04-10
1776.0,west,2020-04-10
1659.0,north,2020-04-11
1590.0,south,2020-04-11
1515.0,east,2020-04-11
1506.0,west,2020-04-11
1722.0,north,2020-04-12
1512.0,south,2020-04-12
1773.0,east,2020-04-12
1635.0,west,2020-04-12
1548.0,north,2020-04-13
1692.0,south,2020-04-13
1698.0,east,2020-04-13
1755.0,west,2020-04-13
1521.0,north,2020-04-14
1593.0,south,2020-04-14
1644.0,east,2020-04-14
1587.0,west,2020-04-14
1800.0,north,2020-04-15
1788.0,south,2020-04-15
1764.0,east,2020-04-15
1650.0,west,2020-04-15
1704.0,north,2020-04-16
1659.0,south,2020-04-16
1644.0,east,2020-04-16
1500.0,west,2020-04-16
1734.0,north,2020-04-17
1617.0,south,2020-04-17
1584.0,east,2020-04-17
1569.0,west,2020-04-17
1623.0,north,2020-04-18
1500.0,south,2020-04-18
1578.0,east,2020-04-18
1590.0,west,2020-04-18
1761.0,north,2020-04-19
1728.0,south,2020-04-19
1716.0,east,2020-04-19
1704.0,west,2020-04-19
1665.0,north,2020-04-20
1515.0,south,2020-04-20
1725.0,east,2020-04-20
1695.0,west,2020-04-20
1755.0,north,2020-04-21
1521.0,south,2020-04-21
1629.0,east,2020-04-21
1686.0,west,2020-04-21
1614.0,north,2020-04-22
1614.0,south,2020-04-22
1569.0,east,2020-04-22
1527.0,west,2020-04-22
1764.0,north,2020-04-23
1524.0,south,2020-04-23
1611.0,east,2020-04-23
1785.0,west,2020-04-23
1716.0,north,2020-04-24
1692.0,south,2020-04-24
1506.0,east,2020-04-24
1533.0,west,2020-04-24
1638.0,north,2020-04-25
1638.0,south,2020-04-25
1755.0,east,2020-04-25
1545.0,west,2020-04-25
1512.0,north,2020-04-26
1593.0,south,2020-04-26
1674.0,east,2020-04-26
1719.0,west,2020-04-26
1530.0,north,2020-04-27
1593.0,south,2020-04-27
1641.0,east,2020-04-27
1575.0,west,2020-04-27
1788.0,north,2020-04-28
1749.0,south,2020-04-28
1581.0,east,2020-04-28
1524.0,west,2020-04-28
1680.0,north,2020-04-29
1674.0,south,2020-04-29
1773.0,east,2020-04-29
1674.0,west,2020-04-29
1779.0,north,2020-04-30
1569.0,south,2020-04-30
1590.0,east,2020-04-30
1689.0,west,2020-04-30
1755.0,north,2020-05-01
1752.0,south,2020-05-01
1641.0,east,2020-05-01
1605.0,west,2020-05-01
1587.0,north,2020-05-02
1521.0,south,2020-05-02
1605.0,east,2020-05-02
1557.0,west,2020-05-02
1680.0,north,2020-05-03
1566.0,south,2020-05-03
1719.0,east,2020-05-03
1563.0,west,2020-05-03
1569.0,north,2020-05-04
1608.0,south,2020-05-04
1578.0,east,2020-05-04
1641.0,west,2020-05-04
1587.0,north,2020-05-05
1674.0,south,2020-05-05
1500.0,east,2020-05-05
1686.0,west,2020-05-05
1521.0,north,2020-05-06
1683.0,south,2020-05-06
1767.0,east,2020-05-06
1776.0,west,2020-05-06
1557.0,north,2020-05-07
1623.0,south,2020-05-07
1557.0,east,2020-05-07
1746.0,west,2020-05-07
1680.0,north,2020-05-08
1587.0,south,2020-05-08
1695.0,east,2020-05-08
1629.0,west,2020-05-08
1674.0,north,2020-05-09
1620.0,south,2020-05-09
1560.0,east,2020-05-09
1590.0,west,2020-05-09
1623.0,north,2020-05-10
1689.0,south,2020-05-10
1656.0,east,2020-05-10
1695.0,west,2020-05-10
1674.0,north,2020-05-11
1554.0,south,2020-05-11
1680.0,east,2020-05-11
1575.0,west,2020-05-11
1500.0,north,2020-05-12
1791.0,south,2020-05-12
1614.0,east,2020-05-12
1695.0,west,2020-05-12
1767.0,north,2020-05-13
1725.0,south,2020-05-13
1701.0,east,2020-05-13
1629.0,west,2020-05-13
1656.0,north,2020-05-14
1713.0,south,2020-05-14
1737.0,east,2020-05-14
1671.0,west,2020-05-14
1533.0,north,2020-05-15
1644.0,south,2020-05-15
1560.0,east,2020-05-15
1740.0,west,2020-05-15
1767.0,north,2020-05-16
1791.0,south,2020-05-16
1509.0,east,2020-05-16
1614.0,west,2020-05-16
1566.0,north,2020-05-17
1758.0,south,2020-05-17
1668.0,east,2020-05-17
1707.0,west,2020-05-17
1638.0,north,2020-05-18
1596.0,south,2020-05-18
1767.0,east,2020-05-18
1683.0,west,2020-05-18
1641.0,north,2020-05-19
1713.0,south,2020-05-19
1515.0,east,2020-05-19
1602.0,west,2020-05-19
1575.0,north,2020-05-20
1791.0,south,2020-05-20
1545.0,east,2020-05-20
1686.0,west,2020-05-20
1587.0,north,2020-05-21
1791.0,south,2020-05-21
1653.0,east,2020-05-21
1671.0,west,2020-05-21
1542.0,north,2020-05-22
1686.0,south,2020-05-22
1569.0,east,2020-05-22
1518.0,west,2020-05-22
1620.0,north,2020-05-23
1536.0,south,2020-05-23
1713.0,east,2020-05-23
1788.0,west,2020-05-23
1773.0,north,2020-05-24
1785.0,south,2020-05-24
1509.0,east,2020-05-24
1713.0,west,2020-05-24
1536.0,north,2020-05-25
1704.0,south,2020-05-25
1563.0,east,2020-05-25
1539.0,west,2020-05-25
1545.0,north,2020-05-26
1530.0,south,2020-05-26
1758.0,east,2020-05-26
1656.0,west,2020-05-26
1563.0,north,2020-05-27
1758.0,south,2020-05-27
1656.0,east,2020-05-27
1707.0,west,2020-05-27
1581.0,north,2020-05-28
1569.0,south,2020-05-28
1533.0,east,2020-05-28
1566.0,west,2020-05-28
1722.0,north,2020-05-29
1602.0,south,2020-05-29
1698.0,east,2020-05-29
1566.0,west,2020-05-29
1599.0,north,2020-05-30
1788.0,south,2020-05-30
1743.0,east,2020-05-30
1647.0,west,2020-05-30
1566.0,north,2020-05-31
1608.0,south,2020-05-31
1791.0,east,2020-05-31
1764.0,west,2020-05-31
1752.0,north,2020-06-01
1608.0,south,2020-06-01
1554.0,east,2020-06-01
1710.0,west,2020-06-01
1677.0,north,2020-06-02
1794.0,south,2020-06-02
1800.0,east,2020-06-02
1767.0,west,2020-06-02
1782.0,north,2020-06-03
1584.0,south,2020-06-03
1545.0,east,2020-06-03
1617.0,west,2020-06-03
1644.0,north,2020-06-04
1527.0,south,2020-06-04
1707.0,east,2020-06-04
1773.0,west,2020-06-04
1587.0,north,2020-06-05
1632.0,south,2020-06-05
1569.0,east,2020-06-05
1566.0,west,2020-06-05
1683.0,north,2020-06-06
1689.0,south,2020-06-06
1704.0,east,2020-06-06
1749.0,west,2020-06-06
1620.0,north,2020-06-07
1650.0,south,2020-06-07
1743.0,east,2020-06-07
1674.0,west,2020-06-07
1527.0,north,2020-06-08
1638.0,south,2020-06-08
1584.0,east,2020-06-08
1695.0,west,2020-06-08
1503.0,north,2020-06-09
1569.0,south,2020-06-09
1572.0,east,2020-06-09
1593.0,west,2020-06-09
1761.0,north,2020-06-10
1512.0,south,2020-06-10
1617.0,east,2020-06-10
1593.0,west,2020-06-10
1590.0,north,2020-06-11
1611.0,south,2020-06-11
1719.0,east,2020-06-11
1719.0,west,2020-06-11
1512.0,north,2020-06-12
1776.0,south,2020-06-12
1575.0,east,2020-06-12
1746.0,west,2020-06-12
1581.0,north,2020-06-13
1689.0,south,2020-06-13
1776.0,east,2020-06-13
1560.0,west,2020-06-13
1734.0,north,2020-06-14
1788.0,south,2020-06-14
1743.0,east,2020-06-14
1719.0,west,2020-06-14
1542.0,north,2020-06-15
1758.0,south,2020-06-15
1674.0,east,2020-06-15
1584.0,west,2020-06-15
1668.0,north,2020-06-16
1620.0,south,2020-06-16
1695.0,east,2020-06-16
1638.0,west,2020-06-16
1554.0,north,2020-06-17
1659.0,south,2020-06-17
1734.0,east,2020-06-17
1527.0,west,2020-06-17
1611.0,north,2020-06-18
1734.0,south,2020-06-18
1743.0,east,2020-06-18
1557.0,west,2020-06-18
1800.0,north,2020-06-19
1536.0,south,2020-06-19
1578.0,east,2020-06-19
1515.0,west,2020-06-19
1647.0,north,2020-06-20
1641.0,south,2020-06-20
1614.0,east,2020-06-20
1518.0,west,2020-06-20
1755.0,north,2020-06-21
1620.0,south,2020-06-21
1725.0,east,2020-06-21
1668.0,west,2020-06-21
1761.0,north,2020-06-22
1542.0,south,2020-06-22
1539.0,east,2020-06-22
1524.0,west,2020-06-22
1767.0,north,2020-06-23
1581.0,south,2020-06-23
1770.0,east,2020-06-23
1758.0,west,2020-06-23
1617.0,north,2020-06-24
1518.0,south,2020-06-24
1791.0,east,2020-06-24
1695.0,west,2020-06-24
1503.0,north,2020-06-25
1794.0,south,2020-06-25
1638.0,east,2020-06-25
1536.0,west,2020-06-25
1707.0,north,2020-06-26
1578.0,south,2020-06-26
1719.0,east,2020-06-26
1728.0,west,2020-06-26
1644.0,north,2020-06-27
1527.0,south,2020-06-27
1578.0,east,2020-06-27
1623.0,west,2020-06-27
1608.0,north,2020-06-28
1779.0,south,2020-06-28
1689.0,east,2020-06-28
1629.0,west,2020-06-28
1722.0,north,2020-06-29
1662.0,south,2020-06-29
1662.0,east,2020-06-29
1503.0,west,2020-06-29
1794.0,north,2020-06-30
1572.0,south,2020-06-30
1668.0,east,2020-06-30
1647.0,west,2020-06-30
1632.0,north,2020-07-01
1578.0,south,2020-07-01
1650.0,east,2020-07-01
1797.0,west,2020-07-01
1734.0,north,2020-07-02
1734.0,south,2020-07-02
1581.0,east,2020-07-02
1665.0,west,2020-07-02
1695.0,north,2020-07-03
1701.0,south,2020-07-03
1584.0,east,2020-07-03
1518.0,west,2020-07-03
1737.0,north,2020-07-04
1656.0,south,2020-07-04
1695.0,east,2020-07-04
1563.0,west,2020-07-04
1788.0,north,2020-07-05
1746.0,south,2020-07-05
1647.0,east,2020-07-05
1527.0,west,2020-07-05
1548.0,north,2020-07-06
1572.0,south,2020-07-06
1569.0,east,2020-07-06
1527.0,west,2020-07-06
1500.0,north,2020-07-07
1791.0,south,2020-07-07
1656.0,east,2020-07-07
1743.0,west,2020-07-07
1563.0,north,2020-07-08
1722.0,south,2020-07-08
1758.0,east,2020-07-08
1524.0,west,2020-07-08
1788.0,north,2020-07-09
1713.0,south,2020-07-09
1596.0,east,2020-07-09
1716.0,west,2020-07-09
1587.0,north,2020-07-10
1509.0,south,2020-07-10
1698.0,east,2020-07-10
1515.0,west,2020-07-10
1500.0,north,2020-07-11
1689.0,south,2020-07-11
1554.0,east,2020-07-11
1509.0,west,2020-07-11
1746.0,north,2020-07-12
1572.0,south,2020-07-12
1773.0,east,2020-07-12
1596.0,west,2020-07-12
1680.0,north,2020-07-13
1764.0,south,2020-07-13
1782.0,east,2020-07-13
1728.0,west,2020-07-13
1557.0,north,2020-07-14
1515.0,south,2020-07-14
1695.0,east,2020-07-14
1500.0,west,2020-07-14
1542.0,north,2020-07-15
1740.0,south,2020-07-15
1647.0,east,2020-07-15
1596.0,west,2020-07-15
1515.0,north,2020-07-16
1731.0,south,2020-07-16
1605.0,east,2020-07-16
1791.0,west,2020-07-16
1794.0,north,2020-07-17
1677.0,south,2020-07-17
1641.0,east,2020-07-17
1773.0,west,2020-07-17
1623.0,north,2020-07-18
1707.0,south,2020-07-18
1749.0,east,2020-07-18
1797.0,west,2020-07-18
1614.0,north,2020-07-19
1653.0,south,2020-07-19
1674.0,east,2020-07-19
1779.0,west,2020-07-19
1797.0,north,2020-07-20
1560.0,south,2020-07-20
1638.0,east,2020-07-20
1716.0,west,2020-07-20
1572.0,north,2020-07-21
1767.0,south,2020-07-21
1689.0,east,2020-07-21
1734.0,west,2020-07-21
1668.0,north,2020-07-22
1728.0,south,2020-07-22
1668.0,east,2020-07-22
1584.0,west,2020-07-22
1692.0,north,2020-07-23
1710.0,south,2020-07-23
1758.0,east,2020-07-23
1545.0,west,2020-07-23
1530.0,north,2020-07-24
1530.0,south,2020-07-24
1575.0,east,2020-07-24
1776.0,west,2020-07-24
1794.0,north,2020-07-25
1647.0,south,2020-07-25
1611.0,east,2020-07-25
1704.0,west,2020-07-25
1569.0,north,2020-07-26
1659.0,south,2020-07-26
1575.0,east,2020-07-26
1788.0,west,2020-07-26
1602.0,north,2020-07-27
1620.0,south,2020-07-27
1530.0,east,2020-07-27
1608.0,west,2020-07-27
1800.0,north,2020-07-28
1506.0,south,2020-07-28
1608.0,east,2020-07-28
1581.0,west,2020-07-28
1533.0,north,2020-07-29
1686.0,south,2020-07-29
1773.0,east,2020-07-29
1644.0,west,2020-07-29
1722.0,north,2020-07-30
1584.0,south,2020-07-30
1596.0,east,2020-07-30
1512.0,west,2020-07-30
1527.0,north,2020-07-31
1530.0,south,2020-07-31
1533.0,east,2020-07-31
1530.0,west,2020-07-31
1788.0,north,2020-08-01
1596.0,south,2020-08-01
1680.0,east,2020-08-01
1671.0,west,2020-08-01
1656.0,north,2020-08-02
1716.0,south,2020-08-02
1623.0,east,2020-08-02
1596.0,west,2020-08-02
1665.0,north,2020-08-03
1650.0,south,2020-08-03
1503.0,east,2020-08-03
1665.0,west,2020-08-03
1539.0,north,2020-08-04
1659.0,south,2020-08-04
1602.0,east,2020-08-04
1719.0,west,2020-08-04
1749.0,north,2020-08-05
1548.0,south,2020-08-05
1653.0,east,2020-08-05
1662.0,west,2020-08-05
1770.0,north,2020-08-06
1710.0,south,2020-08-06
1509.0,east,2020-08-06
1545.0,west,2020-08-06
1740.0,north,2020-08-07
1524.0,south,2020-08-07
1641.0,east,2020-08-07
1710.0,west,2020-08-07
1728.0,north,2020-08-08
1695.0,south,2020-08-08
1716.0,east,2020-08-08
1785.0,west,2020-08-08
1617.0,north,2020-08-09
1752.0,south,2020-08-09
1734.0,east,2020-08-09
1521.0,west,2020-08-09
1545.0,north,2020-08-10
1722.0,south,2020-08-10
1647.0,east,2020-08-10
1530.0,west,2020-08-10
1632.0,north,2020-08-11
1620.0,south,2020-08-11
1551.0,east,2020-08-11
1557.0,west,2020-08-11
1737.0,north,2020-08-12
1749.0,south,2020-08-12
1704.0,east,2020-08-12
1671.0,west,2020-08-12
1500.0,north,2020-08-13
1500.0,south,2020-08-13
1701.0,east,2020-08-13
1785.0,west,2020-08-13
1542.0,north,2020-08-14
1791.0,south,2020-08-14
1716.0,east,2020-08-14
1665.0,west,2020-08-14
1740.0,north,2020-08-15
1632.0,south,2020-08-15
1560.0,east,2020-08-15
1689.0,west,2020-08-15
1749.0,north,2020-08-16
1605.0,south,2020-08-16
1629.0,east,2020-08-16
1728.0,west,2020-08-16
1554.0,north,2020-08-17
1629.0,south,2020-08-17
1698.0,east,2020-08-17
1635.0,west,2020-08-17
1761.0,north,2020-08-18
1566.0,south,2020-08-18
1692.0,east,2020-08-18
1563.0,west,2020-08-18
1662.0,north,2020-08-19
1635.0,south,2020-08-19
1674.0,east,2020-08-19
1602.0,west,2020-08-19
1686.0,north,2020-08-20
1506.0,south,2020-08-20
1515.0,east,2020-08-20
1779.0,west,2020-08-20
1557.0,north,2020-08-21
1551.0,south,2020-08-21
1521.0,east,2020-08-21
1710.0,west,2020-08-21
1563.0,north,2020-08-22
1683.0,south,2020-08-22
1791.0,east,2020-08-22
1773.0,west,2020-08-22
1716.0,north,2020-08-23
1731.0,south,2020-08-23
1593.0,east,2020-08-23
1788.0,west,2020-08-23
1785.0,north,2020-08-24
1647.0,south,2020-08-24
1755.0,east,2020-08-24
1665.0,west,2020-08-24
1545.0,north,2020-08-25
1755.0,south,2020-08-25
1605.0,east,2020-08-25
1548.0,west,2020-08-25
1533.0,north,2020-08-26
1752.0,south,2020-08-26
1758.0,east,2020-08-26
1767.0,west,2020-08-26
1761.0,north,2020-08-27
1671.0,south,2020-08-27
1551.0,east,2020-08-27
1686.0,west,2020-08-27
1788.0,north,2020-08-28
1551.0,south,2020-08-28
1554.0,east,2020-08-28
1623.0,west,2020-08-28
1698.0,north,2020-08-29
1659.0,south,2020-08-29
1593.0,east,2020-08-29
1674.0,west,2020-08-29
1800.0,north,2020-08-30
1554.0,south,2020-08-30
1713.0,east,2020-08-30
1611.0,west,2020-08-30
1797.0,north,2020-08-31
1581.0,south,2020-08-31
1623.0,east,2020-08-31
1515.0,west,2020-08-31
1797.0,north,2020-09-01
1704.0,south,2020-09-01
1539.0,east,2020-09-01
1617.0,west,2020-09-01
1737.0,north,2020-09-02
1635.0,south,2020-09-02
1671.0,east,2020-09-02
1632.0,west,2020-09-02
1575.0,north,2020-09-03
1713.0,south,2020-09-03
1581.0,east,2020-09-03
1719.0,west,2020-09-03
1533.0,north,2020-09-04
1539.0,south,2020-09-04
1569.0,east,2020-09-04
1743.0,west,2020-09-04
1620.0,north,2020-09-05
1743.0,south,2020-09-05
1563.0,east,2020-09-05
1764.0,west,2020-09-05
1638.0,north,2020-09-06
1734.0,south,2020-09-06
1794.0,east,2020-09-06
1782.0,west,2020-09-06
1509.0,north,2020-09-07
1749.0,south,2020-09-07
1608.0,east,2020-09-07
1794.0,west,2020-09-07
1710.0,north,2020-09-08
1536.0,south,2020-09-08
1539.0,east,2020-09-08
1512.0,west,2020-09-08
1578.0,north,2020-09-09
1575.0,south,2020-09-09
1551.0,east,2020-09-09
1650.0,west,2020-09-09
1662.0,north,2020-09-10
1767.0,south,2020-09-10
1596.0,east,2020-09-10
1710.0,west,2020-09-10
1764.0,north,2020-09-11
1722.0,south,2020-09-11
1611.0,east,2020-09-11
1656.0,west,2020-09-11
1602.0,north,2020-09-12
1686.0,south,2020-09-12
1599.0,east,2020-09-12
1800.0,west,2020-09-12
1503.0,north,2020-09-13
1554.0,south,2020-09-13
1554.0,east,2020-09-13
1575.0,west,2020-09-13
1647.0,north,2020-09-14
1776.0,south,2020-09-14
1788.0,east,2020-09-14
1791.0,west,2020-09-14
1542.0,north,2020-09-15
1782.0,south,2020-09-15
1620.0,east,2020-09-15
1641.0,west,2020-09-15
1590.0,north,2020-09-16
1734.0,south,2020-09-16
1710.0,east,2020-09-16
1641.0,west,2020-09-16
1611.0,north,2020-09-17
1581.0,south,2020-09-17
1596.0,east,2020-09-17
1539.0,west,2020-09-17
1764.0,north,2020-09-18
1584.0,south,2020-09-18
1701.0,east,2020-09-18
1518.0,west,2020-09-18
1692.0,north,2020-09-19
1743.0,south,2020-09-19
1737.0,east,2020-09-19
1590.0,west,2020-09-19
1623.0,north,2020-09-20
1521.0,south,2020-09-20
1590.0,east,2020-09-20
1677.0,west,2020-09-20
1776.0,north,2020-09-21
1629.0,south,2020-09-21
1776.0,east,2020-09-21
1728.0,west,2020-09-21
1776.0,north,2020-09-22
1629.0,south,2020-09-22
1539.0,east,2020-09-22
1563.0,west,2020-09-22
1506.0,north,2020-09-23
1698.0,south,2020-09-23
1734.0,east,2020-09-23
1557.0,west,2020-09-23
1527.0,north,2020-09-24
1761.0,south,2020-09-24
1560.0,east,2020-09-24
1650.0,west,2020-09-24
1533.0,north,2020-09-25
1602.0,south,2020-09-25
1743.0,east,2020-09-25
1617.0,west,2020-09-25
1536.0,north,2020-09-26
1773.0,south,2020-09-26
1521.0,east,2020-09-26
1542.0,west,2020-09-26
1737.0,north,2020-09-27
1509.0,south,2020-09-27
1626.0,east,2020-09-27
1584.0,west,2020-09-27
1671.0,north,2020-09-28
1680.0,south,2020-09-28
1599.0,east,2020-09-28
1776.0,west,2020-09-28
1674.0,north,2020-09-29
1728.0,south,2020-09-29
1551.0,east,2020-09-29
1641.0,west,2020-09-29
1614.0,north,2020-09-30
1773.0,south,2020-09-30
1509.0,east,2020-09-30
1740.0,west,2020-09-30
1614.0,north,2020-10-01
1599.0,south,2020-10-01
1785.0,east,2020-10-01
1506.0,west,2020-10-01
1689.0,north,2020-10-02
1659.0,south,2020-10-02
1785.0,east,2020-10-02
1701.0,west,2020-10-02
1515.0,north,2020-10-03
1545.0,south,2020-10-03
1599.0,east,2020-10-03
1512.0,west,2020-10-03
1524.0,north,2020-10-04
1779.0,south,2020-10-04
1500.0,east,2020-10-04
1755.0,west,2020-10-04
1773.0,north,2020-10-05
1743.0,south,2020-10-05
1662.0,east,2020-10-05
1596.0,west,2020-10-05
1788.0,north,2020-10-06
1503.0,south,2020-10-06
1779.0,east,2020-10-06
1563.0,west,2020-10-06
1554.0,north,2020-10-07
1734.0,south,2020-10-07
1629.0,east,2020-10-07
1608.0,west,2020-10-07
1794.0,north,2020-10-08
1674.0,south,2020-10-08
1662.0,east,2020-10-08
1788.0,west,2020-10-08
1536.0,north,2020-10-09
1521.0,south,2020-10-09
1656.0,east,2020-10-09
1551.0,west,2020-10-09
1593.0,north,2020-10-10
1590.0,south,2020-10-10
1671.0,east,2020-10-10
1707.0,west,2020-10-10
1569.0,north,2020-10-11
1773.0,south,2020-10-11
1674.0,east,2020-10-11
1536.0,west,2020-10-11
1677.0,north,2020-10-12
1605.0,south,2020-10-12
1653.0,east,2020-10-12
1749.0,west,2020-10-12
1578.0,north,2020-10-13
1638.0,south,2020-10-13
1515.0,east,2020-10-13
1683.0,west,2020-10-13
1680.0,north,2020-10-14
1755.0,south,2020-10-14
1584.0,east,2020-10-14
1590.0,west,2020-10-14
1518.0,north,2020-10-15
1701.0,south,2020-10-15
1716.0,east,2020-10-15
1563.0,west,2020-10-15
1638.0,north,2020-10-16
1689.0,south,2020-10-16
1515.0,east,2020-10-16
1632.0,west,2020-10-16
1509.0,north,2020-10-17
1791.0,south,2020-10-17
1509.0,east,2020-10-17
1776.0,west,2020-10-17
1524.0,north,2020-10-18
1716.0,south,2020-10-18
1578.0,east,2020-10-18
1713.0,west,2020-10-18
1656.0,north,2020-10-19
1725.0,south,2020-10-19
1554.0,east,2020-10-19
1524.0,west,2020-10-19
1569.0,north,2020-10-20
1758.0,south,2020-10-20
1758.0,east,2020-10-20
1614.0,west,2020-10-20
1740.0,north,2020-10-21
1521.0,south,2020-10-21
1722.0,east,2020-10-21
1605.0,west,2020-10-21
1749.0,north,2020-10-22
1638.0,south,2020-10-22
1710.0,east,2020-10-22
1668.0,west,2020-10-22
1635.0,north,2020-10-23
1533.0,south,2020-10-23
1635.0,east,2020-10-23
1575.0,west,2020-10-23
1737.0,north,2020-10-24
1593.0,south,2020-10-24
1707.0,east,2020-10-24
1536.0,west,2020-10-24
1689.0,north,2020-10-25
1680.0,south,2020-10-25
1605.0,east,2020-10-25
1617.0,west,2020-10-25
1746.0,north,2020-10-26
1518.0,south,2020-10-26
1656.0,east,2020-10-26
1542.0,west,2020-10-26
1581.0,north,2020-10-27
1716.0,south,2020-10-27
1683.0,east,2020-10-27
1518.0,west,2020-10-27
1746.0,north,2020-10-28
1587.0,south,2020-10-28
1644.0,east,2020-10-28
1731.0,west,2020-10-28
1770.0,north,2020-10-29
1692.0,south,2020-10-29
1557.0,east,2020-10-29
1524.0,west,2020-10-29
1773.0,north,2020-10-30
1689.0,south,2020-10-30
1776.0,east,2020-10-30
1686.0,west,2020-10-30
1581.0,north,2020-10-31
1758.0,south,2020-10-31
1755.0,east,2020-10-31
1668.0,west,2020-10-31
